N,P,K,temperature,humidity,ph,rainfall,label
46,78,29,21.087161185624236,80.88027526001328,6.6667835895322405,84.09365584400038,maize
66,55,21,33.5014909503304,46.26022873643778,5.701589206031773,68.16170850390284,maize
79,52,77,31.431438831109475,41.036017215443685,6.802734421976492,124.83713353717118,maize
50,18,60,30.519552005620287,82.04651566460566,7.351137025813553,89.59233085445453,maize
65,30,45,20.119265580455536,81.43788471778176,7.239792724124257,97.07218628386794,maize
59,24,30,24.44819687255433,73.491234332948,5.911159616751275,126.65688775859417,maize
45,50,44,24.768867791046034,64.18280213220653,7.339711232825521,78.09805938025573,maize
101,43,26,27.980159810321645,41.478100160954725,7.325498925758257,67.30490870328671,maize
44,61,79,18.575945724192113,54.016292700974084,7.060991415092175,70.534588989236,maize
45,37,58,21.026611436785775,83.24816428612547,5.7973254555062255,85.6086536099726,maize
111,72,70,21.135868814120553,53.48181602949147,6.119873852537221,83.70499270033577,maize
70,65,71,21.48737388819412,48.58094742986499,5.57309933569619,91.92736396209992,maize
59,28,27,22.998759546756517,72.13266399054227,6.555295460289572,98.79014803829716,maize
113,47,60,20.639084180822113,48.1867658722872,7.223571242027035,144.07270083469962,maize
51,19,43,24.94848090866764,41.14238600471552,5.812305194732381,118.75694517321372,maize
112,17,74,27.379284119408776,51.424985381948694,5.892226199386906,95.60586670166371,maize
91,63,76,33.08682820272955,65.05247131525147,6.941626192621014,128.58464640936955,maize
107,41,55,32.113737697638854,57.873258832830466,6.836170273141292,62.54827249574031,maize
114,64,57,19.47772525415594,68.49583487099322,6.971809226392004,133.29409050135718,maize
38,45,38,25.164217360072463,80.17022699846387,7.134887123476882,77.59990868676636,maize
21,76,21,32.12112661160924,55.5336465196574,7.047669046402681,79.903368413254,maize
72,53,33,19.942044740646747,65.45994789849522,7.47073462448347,91.81719979631958,maize
115,23,18,27.20778164923474,68.50651989217663,6.015775370866405,55.32916814801065,maize
23,35,67,33.309729121018556,71.10498359243445,6.866367712890963,130.48422635028413,maize
104,51,50,22.658938751682502,64.93801011321071,6.802840776703729,131.27159840779217,maize
106,36,66,22.530472687304997,72.9483060306578,6.0014613211231955,109.64078696931924,maize
72,19,54,32.24781837403103,58.197167569706096,7.041822754128541,86.42396655057561,maize
21,63,74,19.40757735472715,67.14184492598747,5.990698219362642,82.82251754461743,maize
59,20,45,30.223780388132173,53.370477203042874,6.632809280593794,92.36554424190096,maize
43,31,78,26.223834012851015,52.14600500764877,6.579685557816386,57.821526568074304,maize
100,71,35,26.062034247906283,55.49726794199049,6.203080322268438,85.40729056674274,maize
80,52,51,25.814585716939227,43.41700346663299,5.655530688157914,40.257332968835605,maize
70,21,28,23.348141465759987,76.33436133175425,7.424197571528236,126.90149146710417,maize
76,64,56,19.473988601657123,83.11768568517687,7.016784827891363,110.2844323867688,maize
100,79,34,33.35718481481243,69.09992136027236,6.88635042291385,45.6755387324581,maize
45,56,41,29.994777932766702,81.63617428370496,5.861150690254667,102.47397536078924,maize
26,23,16,23.054933125333363,81.59782879194387,7.4421164903307355,143.86931380247773,maize
101,48,27,26.88138779320987,69.004599278162,6.800334700886456,80.11669744030365,maize
79,54,12,29.836909189928377,55.294373369562976,6.949533543057523,47.18919748788366,maize
34,13,34,30.543548037410925,63.40756494454293,6.353634113309729,136.43319156486945,maize
85,64,51,34.83580232681021,40.01068856091481,5.8709458191534445,82.23602789116984,maize
115,48,55,23.962100862679073,74.52347300190071,6.303861827218484,92.78631823342997,maize
76,25,65,22.61867850817307,57.9229322789036,5.683398670222861,77.00075102112643,maize
103,14,74,22.05921147806114,44.97133509091276,6.209244315281553,71.596289081949,maize
87,27,71,28.014845086005213,52.47695405635481,7.320678204115069,44.96107449423555,maize
34,58,77,21.71031609370609,82.74825327776014,7.072690028831104,49.835210254348546,maize
89,48,65,33.03138262823555,67.03593008989891,7.307447934350541,148.81034007946948,maize
90,61,13,21.938418923518537,82.42292983608066,6.799293297984737,106.8510474366745,maize
93,66,50,21.169450456452328,75.0813013105039,6.20025051833346,46.3626944219736,maize
66,58,18,33.77178881431862,84.77085201908959,5.847790498438974,83.58662207929245,maize
69,71,26,20.616230407777536,76.7124906245778,5.948881143673321,64.61993763048854,maize
108,77,23,32.6221558791047,60.58444439981683,6.282339532160759,70.02553123419464,maize
48,18,76,34.246075469905804,78.79574277694527,7.119032149449756,112.0766178702924,maize
24,20,68,22.783646329817955,51.369209228239825,5.510164279636052,116.52857221347251,maize
67,27,79,34.35607353406485,44.926098702450425,7.288959861936135,149.0622868659553,maize
59,54,71,28.0709323392118,77.11064346663171,6.195618415804386,114.58177678149698,maize
110,42,15,26.86142530706705,79.06723618231962,5.990571064510669,57.307472567277856,maize
67,50,22,32.22922658218242,71.38621577511776,6.860281543520601,108.04725160367028,maize
57,69,16,32.987831257095955,83.25918796832083,6.430940017539967,136.6978628250945,maize
61,19,41,23.697020522405413,73.45787153312236,5.821519792096616,129.97637265309686,maize
97,21,48,21.28325869798398,43.78442010105931,6.152867153006586,101.58287435397125,maize
114,69,73,27.179751455169544,75.09304278180147,5.713961277653917,123.71306927522308,maize
93,72,37,28.75457218327712,81.94126474795078,5.7050194559813585,143.09513359600965,maize
115,77,73,30.038925506969786,43.03077706609473,6.664340920352546,78.04713626482524,maize
109,59,23,34.54931247601574,83.59950348785611,6.99930366348585,54.309486414369516,maize
95,16,38,18.376100375992955,54.56245986172936,6.477286380809332,124.74481595885726,maize
77,35,55,25.965170085065935,82.49366357310234,5.704387239387438,133.96307519077226,maize
34,38,38,23.072365326829875,77.79762241026123,7.045645560033609,65.30590513345773,maize
94,36,76,34.164680558256975,46.79760513014051,6.364669602085204,143.79775121843588,maize
99,68,15,30.921599333447652,59.90344430714096,6.123903980990261,75.28170144819401,maize
57,24,43,21.622779968426414,41.40103372980301,6.80333365075177,80.53789780961372,maize
34,36,69,21.15393376695306,79.08804255800248,7.0531937055834835,124.80140291084572,maize
65,59,12,31.54556307368847,53.237558800456505,7.323672069919822,146.42623899751555,maize
39,55,24,26.185879975713352,45.27886850330775,5.750371584405101,115.41218159518685,maize
119,18,47,21.834182421543503,47.23714610851855,6.80303893360453,75.85180103472824,maize
21,20,73,25.73874253439062,40.52292429586453,5.644893775589118,83.17429120473534,maize
114,47,41,29.16872557859638,74.06766704250505,7.405297276077434,139.86005182831042,chickpea
30,60,50,22.114765269662968,84.39981669702159,5.784991085803027,94.87769687964916,chickpea
105,29,42,27.51402761927754,40.439688133863264,6.1529226164879836,96.94828077231826,chickpea
52,39,42,32.01673879724618,56.10106079177221,6.144189404438671,147.52130249462644,chickpea
109,55,24,21.40255415216177,47.53671620165814,5.7091356806688,110.00732744980003,chickpea
86,15,18,33.91560818614273,42.33870776431626,6.582592670602141,117.9966571396008,chickpea
27,59,71,31.318186341007447,67.55160936465211,6.468796895148081,112.69021301291758,chickpea
99,13,15,31.894062089362393,60.354322803323505,6.78715539039305,97.90429270297246,chickpea
33,21,21,20.712259561924203,79.23026049664907,5.938427974716088,147.34517814010445,chickpea
119,54,17,32.82115724254306,59.5144900280375,5.587323315414722,57.78397985614829,chickpea
89,27,31,23.64934863103685,64.41153860737154,6.486553693567599,48.967913850766934,chickpea
54,70,63,18.521092537498703,51.59572998300462,6.425245913478633,135.50997559492185,chickpea
50,67,70,32.38616996432384,68.29441681926752,6.970700597331505,124.44962768734582,chickpea
79,33,59,32.739535434081624,66.04039338575771,6.377230838379181,119.77834264566502,chickpea
119,75,43,31.480253608295737,69.47542024744489,7.4842666326813445,71.22399814695095,chickpea
31,12,27,28.73652374157285,72.99008600868764,5.76313537025452,118.74074611502974,chickpea
113,51,53,24.338426832211887,63.067684234261236,6.326062349295394,47.60460648052814,chickpea
60,71,69,24.885353584365465,66.68132799243018,6.658829798687002,112.88834069091524,chickpea
89,26,37,22.388268355919166,69.55314990435815,6.15038012844939,125.08204382552607,chickpea
75,45,54,22.029473570841716,50.5603317217698,7.267419339321505,88.62268111611434,chickpea
99,19,10,25.640375198633542,66.45479669996742,7.3971667097028675,67.77805602829612,chickpea
103,37,46,24.064444901680027,64.0080366384863,7.063580659690059,117.5924153523424,chickpea
75,37,15,21.49930057062506,45.036382872897754,6.039499223033979,46.279554169824635,chickpea
56,29,35,18.668840191364666,45.494946130451204,6.404398056566871,142.72625192806953,chickpea
88,42,60,18.706738603856664,46.675444043294,7.473260245917694,146.16305660796502,chickpea
62,59,38,32.75461100684038,60.46329350352366,6.531192057158501,93.77312382826122,chickpea
63,47,32,18.509551027835524,53.85684737160359,6.909361525473294,62.20387973352432,chickpea
27,10,17,20.654785361466956,50.555258200067286,7.426693665640798,68.08371772012751,chickpea
84,64,52,29.615216480923976,62.37286438037923,6.735694480402428,135.579548292659,chickpea
95,55,77,29.500727558213192,49.70538185789727,6.817770940465314,83.32508462195743,chickpea
88,71,75,34.99003333810133,42.169541748725024,7.454348368442634,84.75987567951577,chickpea
67,22,40,30.55363655727255,79.53320025856065,6.308280643302066,75.97364777195625,chickpea
38,79,22,31.562832030596788,59.60124916658199,7.135668432350043,53.22299609076693,chickpea
73,24,74,24.229846092813766,57.82777112241649,6.890934413379725,82.74139113973803,chickpea
108,42,58,27.276677104423047,59.99887537380407,5.529334114092528,104.57678784712661,chickpea
91,75,55,26.507570255222603,64.40636492408822,7.402957119331982,133.18840975098317,chickpea
47,35,34,24.46332551935957,57.94702514036052,6.660344738454665,98.69628013995663,chickpea
34,52,57,27.340042053317706,73.60940722611201,6.930981814198549,97.33575457338678,chickpea
40,32,56,19.211764590937786,82.95970135149884,6.809386162862697,81.80819598309259,chickpea
87,30,22,23.977585683073784,44.563937280214745,6.4717435183726515,68.24542244925587,chickpea
71,36,38,31.65144026315528,64.26225745038646,6.122615398312007,107.13671616420102,chickpea
37,11,58,34.60432905726384,77.04283070180472,6.544962081032237,53.554491958938264,chickpea
93,48,22,21.13794720212956,53.28752301491395,7.086814516295675,60.375129120215064,chickpea
75,45,77,19.479662363990197,76.70868895769263,6.247019366076775,97.91491135691591,chickpea
66,22,31,31.92621061025543,79.78929085067836,5.956159543897865,63.32493238990493,chickpea
29,51,33,24.008163448146206,50.65917515385169,7.061051030487723,70.22866391029497,chickpea
38,69,48,29.348348287954998,44.29908912256007,6.747718649353146,89.6944446610952,chickpea
88,56,58,30.526853664051096,78.82586848944528,5.933479600181551,50.52860110721779,chickpea
67,46,24,21.91418486327379,49.27837740332919,6.77592158663194,68.25722324102863,chickpea
96,66,34,34.79235384365309,46.13978886505299,6.890289108095187,84.47506449147212,chickpea
58,50,33,20.18270292072013,44.68493422228749,6.948677634257482,103.622560870705,chickpea
58,45,45,21.261744520218627,54.551720295198436,5.953312804453976,79.0495936415131,chickpea
87,22,58,32.14167292527418,70.13211772602828,5.639863211418868,110.41850462109826,chickpea
27,59,76,27.0602823713727,54.5950188901919,6.166003826116396,113.64356507180091,chickpea
106,53,11,24.170052621381863,84.79662208169157,6.392704702395284,76.69265044194205,chickpea
41,53,67,34.27962983659147,47.888632406094686,6.8800097816413315,62.10270575249621,chickpea
99,71,39,25.656305916389147,74.02734980028607,6.195143048477965,113.14028969359399,chickpea
103,12,25,24.50294676414814,45.39230509079408,7.448329257256031,42.20289915184069,chickpea
103,74,39,26.856285613624717,68.06135596012419,5.6782488642320335,123.07974625464887,chickpea
52,25,47,20.708168350522666,42.83990648856176,5.7352980569471175,65.00930301057086,chickpea
85,11,74,23.1939132811864,57.86416826834275,6.394405081009671,106.0653766696679,chickpea
74,15,44,31.366691264870607,65.8564322042995,6.633150724342837,83.01470393639919,chickpea
31,58,51,27.17545451891903,68.25775237476861,6.848607612818097,98.57293118153689,chickpea
97,15,76,31.430517417220045,53.71056125941183,5.661838566102505,84.32781966416776,chickpea
85,11,44,23.883695351142354,83.90245903869618,6.781944154690664,130.4728619997797,chickpea
44,63,42,33.6868722387277,61.91778634685211,6.712505875501955,124.1290780993295,chickpea
71,12,50,32.02841304606466,69.98380986257679,5.74352382225055,92.60574253528796,chickpea
87,34,77,19.359411704108133,74.95256337122618,5.74407010424879,105.37198256179522,chickpea
50,29,27,22.72179460373744,78.31518868980694,5.500665012240979,41.94565905745829,chickpea
21,69,32,20.584422503187017,42.76073321998007,7.06152317213688,90.57804661462522,chickpea
21,20,59,18.982269536938233,71.2765852986349,7.467357850526827,66.30981146375181,chickpea
118,30,37,23.155677508649124,44.5470614954791,6.884322683388264,46.8520977943069,chickpea
23,13,49,31.83749458160232,67.6848747203955,6.112507241573224,108.62854199208023,chickpea
57,59,72,31.465591773929233,58.21592930883399,6.8081515907439965,78.96598644892521,chickpea
46,23,14,18.187531495287004,58.72692991808927,6.462688303270648,42.111150450536236,chickpea
98,30,19,29.576572063050158,48.53626816786047,6.737896386015443,75.58504344026211,chickpea
109,62,54,18.724764557879556,56.71338554425633,6.0317022733086265,111.06991358087589,chickpea
40,61,64,20.537042225152994,45.72398932093523,7.229320784280835,66.7825765245354,chickpea
101,61,38,25.810595062901772,75.32574447266757,7.284169377880469,145.0868155154321,chickpea
36,18,50,29.698290003471215,59.69214058249264,6.009341244092102,132.49587373685148,chickpea
77,69,30,32.027247330787965,62.29534465574418,6.272697819696631,89.51368756617356,chickpea
68,26,69,25.660534164405885,79.71067482052449,5.711386959812549,148.71027981001447,chickpea
106,17,52,29.203604081462572,76.09587511574144,5.7107350679056115,43.91279537391032,chickpea
39,30,67,25.85309792340625,84.62147839916233,7.441499915341341,143.6546928640512,chickpea
47,60,67,19.672726045127753,69.71362238656022,7.028745324443472,69.15510711575044,chickpea
57,17,34,34.59184444317947,70.03076791208927,5.520855398794806,68.09548331537414,chickpea
87,50,71,33.22884815532199,54.499697655008276,5.750467140865654,92.17697208968353,chickpea
21,22,62,33.64505208072993,63.43456638253957,6.732999453790167,57.230228067118915,chickpea
29,24,26,33.77742188554284,50.107702532973335,6.244334047675027,87.52845712386156,chickpea
108,31,39,33.78139805842581,70.41920240138599,6.492095677359773,41.398637898558285,chickpea
40,41,48,32.390743757734725,81.35169401377995,6.004482040346723,123.0546121620906,chickpea
40,17,55,30.384341511747422,74.94013509248761,6.812323675362143,59.517164641667755,chickpea
105,31,31,27.172455748423587,72.75762295288345,5.715887429292929,115.38278177274607,chickpea
71,36,59,21.62969322728142,62.7633711828323,7.1814060560224,120.60816992428757,chickpea
62,46,70,30.638204363302357,67.53732274017989,5.711861425116986,56.6726308746441,chickpea
49,48,34,30.939066129733686,47.203223572955785,6.423114948839579,41.02647818098026,chickpea
20,14,12,34.86076917293918,44.463014481424715,6.3029886317225765,128.00780655690755,chickpea
108,19,30,30.46221203250447,67.71934526170806,5.876049469230832,79.09230255543133,chickpea
32,18,45,18.088903430229518,74.24458420126422,5.570622709880478,122.03071610043554,chickpea
33,43,62,24.254992772135438,54.71192273521356,5.79777610066489,73.61646370392364,chickpea
75,67,13,24.55139001180515,68.95143309603029,7.060799552294549,63.89300074603316,kidneybeans
45,46,63,29.825508490445717,40.14482186219254,6.739178674919682,79.1042311485493,kidneybeans
76,54,29,24.83956111967145,79.3418111774607,6.52021942499765,119.5745242173515,kidneybeans
99,67,64,29.950038496637504,42.37617822108376,6.473195324487506,105.93058622292273,kidneybeans
38,40,69,32.02583997306105,62.42150570185541,5.6541165582686626,46.44060221683771,kidneybeans
95,39,67,30.030575890595568,75.48767341025828,6.534538112883219,88.42188977510396,kidneybeans
119,64,64,22.009579185442682,56.71399008428706,5.625084453794737,128.1503607401471,kidneybeans
66,66,54,20.949161262521272,68.68989690116034,6.492332768226439,59.60777135951058,kidneybeans
34,79,56,32.276638855805494,57.27248283698698,6.643744542454373,104.6546296948418,kidneybeans
80,19,59,20.809999886492967,71.51133817500344,6.671620291943804,104.51270014075777,kidneybeans
89,60,28,22.408044900718153,59.33455657325208,7.2454605009692035,132.61269234709897,kidneybeans
56,58,30,25.789177074544174,61.733599243840985,5.766959944831887,48.866166513283716,kidneybeans
58,44,10,31.26362207831174,40.31631417161286,5.614560502155246,64.77460724953387,kidneybeans
79,66,40,33.684591987492425,61.24271953886492,5.526805252864332,71.10202585366382,kidneybeans
49,16,44,22.68540975754207,75.42069711707218,7.449669305562224,80.83278032789981,kidneybeans
114,79,53,20.658490674858616,78.38903305316427,5.593001172880131,108.16693842193573,kidneybeans
76,30,77,23.358221858655103,74.73359767817296,5.672849221525093,66.0462740242524,kidneybeans
51,29,24,32.99630544279502,57.705153095361624,7.155736750644346,126.64843170804795,kidneybeans
33,66,46,34.6820505384532,51.54385280999115,6.808349202948149,61.79073960357141,kidneybeans
107,58,28,23.24787863734432,82.61661944824255,7.434712355576551,60.131698865819985,kidneybeans
52,59,77,25.105828875798235,43.9978110289404,6.867508211154085,99.96160810867696,kidneybeans
43,70,70,32.6223747869404,72.52664364438176,5.635336723800004,117.86186069527456,kidneybeans
36,79,79,32.397618377505516,59.28837461367141,5.7819192550435385,113.06067059559591,kidneybeans
76,75,25,25.000014206936644,69.29380602179293,6.590863738813811,46.850041647007416,kidneybeans
59,47,69,24.051547354512497,84.01278180880878,7.087979432736012,94.6981523346157,kidneybeans
51,16,30,20.80000800834903,54.85967791921739,7.01350301137727,97.13244454543312,kidneybeans
104,23,36,34.09284522139332,65.20820162687103,7.001459013998694,101.37788126609038,kidneybeans
85,34,12,33.45674349964652,64.24158090787213,6.495625016068581,51.60210699522936,kidneybeans
71,32,59,19.587935523580025,59.84824712128527,5.89121854608903,60.53956253503456,kidneybeans
27,33,50,27.81908721997968,68.55620878976367,7.095828319231789,83.55675199287003,kidneybeans
67,51,69,29.83028500886964,75.69676076972145,6.133523354135053,134.28971826986282,kidneybeans
